Transaction,Item,date_time,period_day,weekday_weekend,Date,Month,Hour,Day_Name
5090,Cake,2017-01-21 14:39:00,afternoon,weekend,2017-01-21,1,14,Saturday
5092,Tea,2017-01-21 14:42:00,afternoon,weekend,2017-01-21,1,14,Saturday
5092,Duck Egg,2017-01-21 14:42:00,afternoon,weekend,2017-01-21,1,14,Saturday
5093,Scandinavian,2017-01-21 14:56:00,afternoon,weekend,2017-01-21,1,14,Saturday
5094,Coffee,2017-01-21 14:59:00,afternoon,weekend,2017-01-21,1,14,Saturday
5094,Hot Chocolate,2017-01-21 14:59:00,afternoon,weekend,2017-01-21,1,14,Saturday
5094,Brownie,2017-01-21 14:59:00,afternoon,weekend,2017-01-21,1,14,Saturday
5095,Spanish Brunch,2017-01-21 15:02:00,afternoon,weekend,2017-01-21,1,15,Saturday
5095,Bread,2017-01-21 15:02:00,afternoon,weekend,2017-01-21,1,15,Saturday
5096,Bread,2017-01-21 15:11:00,afternoon,weekend,2017-01-21,1,15,Saturday
5096,Coffee,2017-01-21 15:11:00,afternoon,weekend,2017-01-21,1,15,Saturday
5097,Jam,2017-01-21 15:13:00,afternoon,weekend,2017-01-21,1,15,Saturday
5098,Coffee,2017-01-21 15:23:00,afternoon,weekend,2017-01-21,1,15,Saturday
5098,Frittata,2017-01-21 15:23:00,afternoon,weekend,2017-01-21,1,15,Saturday
5098,Scone,2017-01-21 15:23:00,afternoon,weekend,2017-01-21,1,15,Saturday
5099,Coffee,2017-01-21 15:25:00,afternoon,weekend,2017-01-21,1,15,Saturday
5099,Cake,2017-01-21 15:25:00,afternoon,weekend,2017-01-21,1,15,Saturday
5099,Bread,2017-01-21 15:25:00,afternoon,weekend,2017-01-21,1,15,Saturday
5100,Coffee,2017-01-21 15:26:00,afternoon,weekend,2017-01-21,1,15,Saturday
5100,Hot Chocolate,2017-01-21 15:26:00,afternoon,weekend,2017-01-21,1,15,Saturday
5100,Cake,2017-01-21 15:26:00,afternoon,weekend,2017-01-21,1,15,Saturday
5100,Brownie,2017-01-21 15:26:00,afternoon,weekend,2017-01-21,1,15,Saturday
5100,Extra Salami Or Feta,2017-01-21 15:26:00,afternoon,weekend,2017-01-21,1,15,Saturday
5101,Fudge,2017-01-21 15:37:00,afternoon,weekend,2017-01-21,1,15,Saturday
5102,Coffee,2017-01-21 15:39:00,afternoon,weekend,2017-01-21,1,15,Saturday
5103,Hot Chocolate,2017-01-21 15:41:00,afternoon,weekend,2017-01-21,1,15,Saturday
5103,Bread,2017-01-21 15:41:00,afternoon,weekend,2017-01-21,1,15,Saturday
5103,Scone,2017-01-21 15:41:00,afternoon,weekend,2017-01-21,1,15,Saturday
5104,Cake,2017-01-21 15:49:00,afternoon,weekend,2017-01-21,1,15,Saturday
5105,Bread,2017-01-21 15:53:00,afternoon,weekend,2017-01-21,1,15,Saturday
5105,Frittata,2017-01-21 15:53:00,afternoon,weekend,2017-01-21,1,15,Saturday
5106,Coffee,2017-01-21 15:55:00,afternoon,weekend,2017-01-21,1,15,Saturday
5106,Bread,2017-01-21 15:55:00,afternoon,weekend,2017-01-21,1,15,Saturday
5107,Brownie,2017-01-21 16:00:00,afternoon,weekend,2017-01-21,1,16,Saturday
5108,Cake,2017-01-21 16:06:00,afternoon,weekend,2017-01-21,1,16,Saturday
5108,Muffin,2017-01-21 16:06:00,afternoon,weekend,2017-01-21,1,16,Saturday
5109,Cake,2017-01-21 16:07:00,afternoon,weekend,2017-01-21,1,16,Saturday
5110,Hot Chocolate,2017-01-21 16:07:00,afternoon,weekend,2017-01-21,1,16,Saturday
5110,Coffee,2017-01-21 16:07:00,afternoon,weekend,2017-01-21,1,16,Saturday
5111,Tea,2017-01-21 16:13:00,afternoon,weekend,2017-01-21,1,16,Saturday
5111,Frittata,2017-01-21 16:13:00,afternoon,weekend,2017-01-21,1,16,Saturday
5112,Coffee,2017-01-21 16:38:00,afternoon,weekend,2017-01-21,1,16,Saturday
5113,Tea,2017-01-21 16:41:00,afternoon,weekend,2017-01-21,1,16,Saturday
5113,Hot Chocolate,2017-01-21 16:41:00,afternoon,weekend,2017-01-21,1,16,Saturday
5113,Juice,2017-01-21 16:41:00,afternoon,weekend,2017-01-21,1,16,Saturday
5113,Cookies,2017-01-21 16:41:00,afternoon,weekend,2017-01-21,1,16,Saturday
5114,Cake,2017-01-21 16:45:00,afternoon,weekend,2017-01-21,1,16,Saturday
5114,Bread,2017-01-21 16:45:00,afternoon,weekend,2017-01-21,1,16,Saturday
5114,Hot Chocolate,2017-01-21 16:45:00,afternoon,weekend,2017-01-21,1,16,Saturday
5115,Bread,2017-01-22 09:16:00,morning,weekend,2017-01-22,1,9,Sunday
5116,Scone,2017-01-22 09:24:00,morning,weekend,2017-01-22,1,9,Sunday
5116,Cookies,2017-01-22 09:24:00,morning,weekend,2017-01-22,1,9,Sunday
5116,Coffee,2017-01-22 09:24:00,morning,weekend,2017-01-22,1,9,Sunday
5116,Juice,2017-01-22 09:24:00,morning,weekend,2017-01-22,1,9,Sunday
5117,Coffee,2017-01-22 09:36:00,morning,weekend,2017-01-22,1,9,Sunday
5117,Brownie,2017-01-22 09:36:00,morning,weekend,2017-01-22,1,9,Sunday
5117,Scone,2017-01-22 09:36:00,morning,weekend,2017-01-22,1,9,Sunday
5118,Coffee,2017-01-22 09:39:00,morning,weekend,2017-01-22,1,9,Sunday
5119,Tea,2017-01-22 09:49:00,morning,weekend,2017-01-22,1,9,Sunday
5119,Raspberry Shortbread Sandwich,2017-01-22 09:49:00,morning,weekend,2017-01-22,1,9,Sunday
5120,Afternoon With The Baker,2017-01-22 09:55:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Hot Chocolate,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Coffee,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Tea,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Alfajores,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Pastry,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5121,Tiffin,2017-01-22 09:57:00,morning,weekend,2017-01-22,1,9,Sunday
5122,Coffee,2017-01-22 10:02:00,morning,weekend,2017-01-22,1,10,Sunday
5122,Medialuna,2017-01-22 10:02:00,morning,weekend,2017-01-22,1,10,Sunday
5123,Toast,2017-01-22 10:04:00,morning,weekend,2017-01-22,1,10,Sunday
5123,Coffee,2017-01-22 10:04:00,morning,weekend,2017-01-22,1,10,Sunday
5124,Coffee,2017-01-22 10:05:00,morning,weekend,2017-01-22,1,10,Sunday
5125,Coffee,2017-01-22 10:11:00,morning,weekend,2017-01-22,1,10,Sunday
5125,Toast,2017-01-22 10:11:00,morning,weekend,2017-01-22,1,10,Sunday
5126,Coffee,2017-01-22 10:12:00,morning,weekend,2017-01-22,1,10,Sunday
5127,Bread,2017-01-22 10:14:00,morning,weekend,2017-01-22,1,10,Sunday
5127,Coffee,2017-01-22 10:14:00,morning,weekend,2017-01-22,1,10,Sunday
5128,Bread,2017-01-22 10:15:00,morning,weekend,2017-01-22,1,10,Sunday
5128,Eggs,2017-01-22 10:15:00,morning,weekend,2017-01-22,1,10,Sunday
5129,Bread,2017-01-22 10:33:00,morning,weekend,2017-01-22,1,10,Sunday
5130,Bread,2017-01-22 10:50:00,morning,weekend,2017-01-22,1,10,Sunday
5130,Coffee,2017-01-22 10:50:00,morning,weekend,2017-01-22,1,10,Sunday
5130,Scone,2017-01-22 10:50:00,morning,weekend,2017-01-22,1,10,Sunday
5130,Frittata,2017-01-22 10:50:00,morning,weekend,2017-01-22,1,10,Sunday
5131,Medialuna,2017-01-22 10:50:00,morning,weekend,2017-01-22,1,10,Sunday
5132,Bread,2017-01-22 10:51:00,morning,weekend,2017-01-22,1,10,Sunday
5133,Coffee,2017-01-22 10:53:00,morning,weekend,2017-01-22,1,10,Sunday
5133,Bread,2017-01-22 10:53:00,morning,weekend,2017-01-22,1,10,Sunday
5134,Coffee,2017-01-22 10:55:00,morning,weekend,2017-01-22,1,10,Sunday
5134,Toast,2017-01-22 10:55:00,morning,weekend,2017-01-22,1,10,Sunday
5135,Medialuna,2017-01-22 11:05:00,morning,weekend,2017-01-22,1,11,Sunday
5136,Scone,2017-01-22 11:14:00,morning,weekend,2017-01-22,1,11,Sunday
5137,Tea,2017-01-22 11:18:00,morning,weekend,2017-01-22,1,11,Sunday
5137,Coffee,2017-01-22 11:18:00,morning,weekend,2017-01-22,1,11,Sunday
5137,Toast,2017-01-22 11:18:00,morning,weekend,2017-01-22,1,11,Sunday
5137,Bread,2017-01-22 11:18:00,morning,weekend,2017-01-22,1,11,Sunday
5138,Bread,2017-01-22 11:23:00,morning,weekend,2017-01-22,1,11,Sunday
5138,Alfajores,2017-01-22 11:23:00,morning,weekend,2017-01-22,1,11,Sunday
5139,Coffee,2017-01-22 11:27:00,morning,weekend,2017-01-22,1,11,Sunday
5139,Cake,2017-01-22 11:27:00,morning,weekend,2017-01-22,1,11,Sunday
5140,Coffee,2017-01-22 11:35:00,morning,weekend,2017-01-22,1,11,Sunday
5140,Cake,2017-01-22 11:35:00,morning,weekend,2017-01-22,1,11,Sunday
5140,Bread,2017-01-22 11:35:00,morning,weekend,2017-01-22,1,11,Sunday
5141,Bread,2017-01-22 11:37:00,morning,weekend,2017-01-22,1,11,Sunday
5141,Coffee,2017-01-22 11:37:00,morning,weekend,2017-01-22,1,11,Sunday
5141,Tea,2017-01-22 11:37:00,morning,weekend,2017-01-22,1,11,Sunday
5142,Hot Chocolate,2017-01-22 11:39:00,morning,weekend,2017-01-22,1,11,Sunday
5142,Cake,2017-01-22 11:39:00,morning,weekend,2017-01-22,1,11,Sunday
5142,Bread,2017-01-22 11:39:00,morning,weekend,2017-01-22,1,11,Sunday
5143,Tea,2017-01-22 11:41:00,morning,weekend,2017-01-22,1,11,Sunday
5144,Alfajores,2017-01-22 12:02:00,afternoon,weekend,2017-01-22,1,12,Sunday
5144,Coffee,2017-01-22 12:02:00,afternoon,weekend,2017-01-22,1,12,Sunday
5145,Hot Chocolate,2017-01-22 12:04:00,afternoon,weekend,2017-01-22,1,12,Sunday
5145,Coffee,2017-01-22 12:04:00,afternoon,weekend,2017-01-22,1,12,Sunday
5146,Hot Chocolate,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5146,Smoothies,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5146,The Nomad,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5146,Bread,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5146,Afternoon With The Baker,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5147,Tea,2017-01-22 12:10:00,afternoon,weekend,2017-01-22,1,12,Sunday
5148,Bread,2017-01-22 12:17:00,afternoon,weekend,2017-01-22,1,12,Sunday
5149,Jammie Dodgers,2017-01-22 12:28:00,afternoon,weekend,2017-01-22,1,12,Sunday
5150,The Nomad,2017-01-22 12:35:00,afternoon,weekend,2017-01-22,1,12,Sunday
5150,Juice,2017-01-22 12:35:00,afternoon,weekend,2017-01-22,1,12,Sunday
5150,Coffee,2017-01-22 12:35:00,afternoon,weekend,2017-01-22,1,12,Sunday
5151,Bread,2017-01-22 12:44:00,afternoon,weekend,2017-01-22,1,12,Sunday
5151,Scone,2017-01-22 12:44:00,afternoon,weekend,2017-01-22,1,12,Sunday
5151,Pastry,2017-01-22 12:44:00,afternoon,weekend,2017-01-22,1,12,Sunday
5151,Cake,2017-01-22 12:44:00,afternoon,weekend,2017-01-22,1,12,Sunday
5152,Coffee,2017-01-22 12:53:00,afternoon,weekend,2017-01-22,1,12,Sunday
5152,Scone,2017-01-22 12:53:00,afternoon,weekend,2017-01-22,1,12,Sunday
5152,Sandwich,2017-01-22 12:53:00,afternoon,weekend,2017-01-22,1,12,Sunday
5153,Coffee,2017-01-22 12:55:00,afternoon,weekend,2017-01-22,1,12,Sunday
5153,Cake,2017-01-22 12:55:00,afternoon,weekend,2017-01-22,1,12,Sunday
5153,Pastry,2017-01-22 12:55:00,afternoon,weekend,2017-01-22,1,12,Sunday
5154,Tea,2017-01-22 12:58:00,afternoon,weekend,2017-01-22,1,12,Sunday
5154,Cookies,2017-01-22 12:58:00,afternoon,weekend,2017-01-22,1,12,Sunday
5154,Soup,2017-01-22 12:58:00,afternoon,weekend,2017-01-22,1,12,Sunday
5155,Hot Chocolate,2017-01-22 13:00:00,afternoon,weekend,2017-01-22,1,13,Sunday
5155,Bread,2017-01-22 13:00:00,afternoon,weekend,2017-01-22,1,13,Sunday
5155,Cake,2017-01-22 13:00:00,afternoon,weekend,2017-01-22,1,13,Sunday
5155,Jammie Dodgers,2017-01-22 13:00:00,afternoon,weekend,2017-01-22,1,13,Sunday
5156,Soup,2017-01-22 13:00:00,afternoon,weekend,2017-01-22,1,13,Sunday
5157,Salad,2017-01-22 13:01:00,afternoon,weekend,2017-01-22,1,13,Sunday
5158,Pastry,2017-01-22 13:08:00,afternoon,weekend,2017-01-22,1,13,Sunday
5158,Frittata,2017-01-22 13:08:00,afternoon,weekend,2017-01-22,1,13,Sunday
5159,Bread,2017-01-22 13:12:00,afternoon,weekend,2017-01-22,1,13,Sunday
5160,Alfajores,2017-01-22 13:20:00,afternoon,weekend,2017-01-22,1,13,Sunday
5160,Jammie Dodgers,2017-01-22 13:20:00,afternoon,weekend,2017-01-22,1,13,Sunday
5160,Cake,2017-01-22 13:20:00,afternoon,weekend,2017-01-22,1,13,Sunday
5160,Tiffin,2017-01-22 13:20:00,afternoon,weekend,2017-01-22,1,13,Sunday
5161,Soup,2017-01-22 13:38:00,afternoon,weekend,2017-01-22,1,13,Sunday
5161,Salad,2017-01-22 13:38:00,afternoon,weekend,2017-01-22,1,13,Sunday
5161,Extra Salami Or Feta,2017-01-22 13:38:00,afternoon,weekend,2017-01-22,1,13,Sunday
5161,Sandwich,2017-01-22 13:38:00,afternoon,weekend,2017-01-22,1,13,Sunday
5161,Coffee,2017-01-22 13:38:00,afternoon,weekend,2017-01-22,1,13,Sunday
5162,Coffee,2017-01-22 13:42:00,afternoon,weekend,2017-01-22,1,13,Sunday
5162,Alfajores,2017-01-22 13:42:00,afternoon,weekend,2017-01-22,1,13,Sunday
5163,Cake,2017-01-22 14:03:00,afternoon,weekend,2017-01-22,1,14,Sunday
5164,Tea,2017-01-22 14:07:00,afternoon,weekend,2017-01-22,1,14,Sunday
5165,Smoothies,2017-01-22 14:13:00,afternoon,weekend,2017-01-22,1,14,Sunday
5165,Tea,2017-01-22 14:13:00,afternoon,weekend,2017-01-22,1,14,Sunday
5165,Hot Chocolate,2017-01-22 14:13:00,afternoon,weekend,2017-01-22,1,14,Sunday
5165,Jammie Dodgers,2017-01-22 14:13:00,afternoon,weekend,2017-01-22,1,14,Sunday
5166,Coffee,2017-01-22 14:15:00,afternoon,weekend,2017-01-22,1,14,Sunday
5166,Bread,2017-01-22 14:15:00,afternoon,weekend,2017-01-22,1,14,Sunday
5167,Toast,2017-01-22 14:37:00,afternoon,weekend,2017-01-22,1,14,Sunday
5167,Soup,2017-01-22 14:37:00,afternoon,weekend,2017-01-22,1,14,Sunday
5167,Coffee,2017-01-22 14:37:00,afternoon,weekend,2017-01-22,1,14,Sunday
5167,Juice,2017-01-22 14:37:00,afternoon,weekend,2017-01-22,1,14,Sunday
5168,Alfajores,2017-01-22 14:40:00,afternoon,weekend,2017-01-22,1,14,Sunday
5168,Coffee,2017-01-22 14:40:00,afternoon,weekend,2017-01-22,1,14,Sunday
5168,Bread,2017-01-22 14:40:00,afternoon,weekend,2017-01-22,1,14,Sunday
5169,Coffee,2017-01-22 14:41:00,afternoon,weekend,2017-01-22,1,14,Sunday
5169,Spanish Brunch,2017-01-22 14:41:00,afternoon,weekend,2017-01-22,1,14,Sunday
5169,Duck Egg,2017-01-22 14:41:00,afternoon,weekend,2017-01-22,1,14,Sunday
5170,Soup,2017-01-22 14:49:00,afternoon,weekend,2017-01-22,1,14,Sunday
5170,Coffee,2017-01-22 14:49:00,afternoon,weekend,2017-01-22,1,14,Sunday
5170,Cake,2017-01-22 14:49:00,afternoon,weekend,2017-01-22,1,14,Sunday
5171,Coffee,2017-01-22 14:50:00,afternoon,weekend,2017-01-22,1,14,Sunday
5172,Sandwich,2017-01-22 15:10:00,afternoon,weekend,2017-01-22,1,15,Sunday
5173,Coffee,2017-01-22 15:11:00,afternoon,weekend,2017-01-22,1,15,Sunday
5173,Sandwich,2017-01-22 15:11:00,afternoon,weekend,2017-01-22,1,15,Sunday
5174,Tea,2017-01-22 15:24:00,afternoon,weekend,2017-01-22,1,15,Sunday
5174,Toast,2017-01-22 15:24:00,afternoon,weekend,2017-01-22,1,15,Sunday
5175,Coffee,2017-01-22 15:26:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Truffles,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Juice,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Bread,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Jammie Dodgers,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Cake,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5176,Medialuna,2017-01-22 15:28:00,afternoon,weekend,2017-01-22,1,15,Sunday
5177,Coffee,2017-01-22 15:46:00,afternoon,weekend,2017-01-22,1,15,Sunday
5177,Jammie Dodgers,2017-01-22 15:46:00,afternoon,weekend,2017-01-22,1,15,Sunday
5178,Bread,2017-01-22 15:57:00,afternoon,weekend,2017-01-22,1,15,Sunday
5179,Smoothies,2017-01-22 15:59:00,afternoon,weekend,2017-01-22,1,15,Sunday
5179,Tea,2017-01-22 15:59:00,afternoon,weekend,2017-01-22,1,15,Sunday
5179,Bread,2017-01-22 15:59:00,afternoon,weekend,2017-01-22,1,15,Sunday
5179,Fudge,2017-01-22 15:59:00,afternoon,weekend,2017-01-22,1,15,Sunday
5180,Bread,2017-01-23 08:50:00,morning,weekday,2017-01-23,1,8,Monday
5181,Bread,2017-01-23 08:59:00,morning,weekday,2017-01-23,1,8,Monday
5182,Coffee,2017-01-23 09:04:00,morning,weekday,2017-01-23,1,9,Monday
5183,Coffee,2017-01-23 09:05:00,morning,weekday,2017-01-23,1,9,Monday
5184,Hot Chocolate,2017-01-23 09:40:00,morning,weekday,2017-01-23,1,9,Monday
5184,Toast,2017-01-23 09:40:00,morning,weekday,2017-01-23,1,9,Monday
5185,Tea,2017-01-23 09:43:00,morning,weekday,2017-01-23,1,9,Monday
5185,Hot Chocolate,2017-01-23 09:43:00,morning,weekday,2017-01-23,1,9,Monday
5185,Sandwich,2017-01-23 09:43:00,morning,weekday,2017-01-23,1,9,Monday
5187,Tea,2017-01-23 10:33:00,morning,weekday,2017-01-23,1,10,Monday
5187,Coffee,2017-01-23 10:33:00,morning,weekday,2017-01-23,1,10,Monday
5187,Hot Chocolate,2017-01-23 10:33:00,morning,weekday,2017-01-23,1,10,Monday
5188,Cake,2017-01-23 11:17:00,morning,weekday,2017-01-23,1,11,Monday
5189,Coffee,2017-01-23 11:28:00,morning,weekday,2017-01-23,1,11,Monday
5189,Toast,2017-01-23 11:28:00,morning,weekday,2017-01-23,1,11,Monday
5189,Extra Salami Or Feta,2017-01-23 11:28:00,morning,weekday,2017-01-23,1,11,Monday
5189,Cake,2017-01-23 11:28:00,morning,weekday,2017-01-23,1,11,Monday
5190,Bread,2017-01-23 11:32:00,morning,weekday,2017-01-23,1,11,Monday
5190,Coffee,2017-01-23 11:32:00,morning,weekday,2017-01-23,1,11,Monday
5190,Pastry,2017-01-23 11:32:00,morning,weekday,2017-01-23,1,11,Monday
5191,Coffee,2017-01-23 11:52:00,morning,weekday,2017-01-23,1,11,Monday
5191,Toast,2017-01-23 11:52:00,morning,weekday,2017-01-23,1,11,Monday
5192,Sandwich,2017-01-23 12:18:00,afternoon,weekday,2017-01-23,1,12,Monday
5192,Bread,2017-01-23 12:18:00,afternoon,weekday,2017-01-23,1,12,Monday
5193,Coffee,2017-01-23 12:19:00,afternoon,weekday,2017-01-23,1,12,Monday
5194,Sandwich,2017-01-23 12:30:00,afternoon,weekday,2017-01-23,1,12,Monday
5194,Cake,2017-01-23 12:30:00,afternoon,weekday,2017-01-23,1,12,Monday
5194,Hot Chocolate,2017-01-23 12:30:00,afternoon,weekday,2017-01-23,1,12,Monday
5195,Farm House,2017-01-23 12:32:00,afternoon,weekday,2017-01-23,1,12,Monday
5195,Pastry,2017-01-23 12:32:00,afternoon,weekday,2017-01-23,1,12,Monday
5196,Coffee,2017-01-23 12:33:00,afternoon,weekday,2017-01-23,1,12,Monday
5196,Soup,2017-01-23 12:33:00,afternoon,weekday,2017-01-23,1,12,Monday
5197,Soup,2017-01-23 12:37:00,afternoon,weekday,2017-01-23,1,12,Monday
5197,Bread,2017-01-23 12:37:00,afternoon,weekday,2017-01-23,1,12,Monday
5198,Tea,2017-01-23 12:42:00,afternoon,weekday,2017-01-23,1,12,Monday
5199,Cake,2017-01-23 12:45:00,afternoon,weekday,2017-01-23,1,12,Monday
5199,Frittata,2017-01-23 12:45:00,afternoon,weekday,2017-01-23,1,12,Monday
5200,Tea,2017-01-23 12:47:00,afternoon,weekday,2017-01-23,1,12,Monday
5200,Coffee,2017-01-23 12:47:00,afternoon,weekday,2017-01-23,1,12,Monday
5200,Cake,2017-01-23 12:47:00,afternoon,weekday,2017-01-23,1,12,Monday
5201,Cookies,2017-01-23 12:55:00,afternoon,weekday,2017-01-23,1,12,Monday
5201,Cake,2017-01-23 12:55:00,afternoon,weekday,2017-01-23,1,12,Monday
5202,Tea,2017-01-23 12:55:00,afternoon,weekday,2017-01-23,1,12,Monday
5202,Cake,2017-01-23 12:55:00,afternoon,weekday,2017-01-23,1,12,Monday
5203,Cake,2017-01-23 12:57:00,afternoon,weekday,2017-01-23,1,12,Monday
5204,Cookies,2017-01-23 13:01:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Cake,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Cookies,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Sandwich,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Soup,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Coffee,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5205,Tea,2017-01-23 13:06:00,afternoon,weekday,2017-01-23,1,13,Monday
5206,Tea,2017-01-23 13:08:00,afternoon,weekday,2017-01-23,1,13,Monday
5206,Cookies,2017-01-23 13:08:00,afternoon,weekday,2017-01-23,1,13,Monday
5207,Bread,2017-01-23 13:28:00,afternoon,weekday,2017-01-23,1,13,Monday
5208,Sandwich,2017-01-23 13:42:00,afternoon,weekday,2017-01-23,1,13,Monday
5208,Coke,2017-01-23 13:42:00,afternoon,weekday,2017-01-23,1,13,Monday
5208,Cake,2017-01-23 13:42:00,afternoon,weekday,2017-01-23,1,13,Monday
5208,Crisps,2017-01-23 13:42:00,afternoon,weekday,2017-01-23,1,13,Monday
5209,Coffee,2017-01-23 13:44:00,afternoon,weekday,2017-01-23,1,13,Monday
5209,Soup,2017-01-23 13:44:00,afternoon,weekday,2017-01-23,1,13,Monday
5210,Spanish Brunch,2017-01-23 13:50:00,afternoon,weekday,2017-01-23,1,13,Monday
5210,Tea,2017-01-23 13:50:00,afternoon,weekday,2017-01-23,1,13,Monday
5210,Bread,2017-01-23 13:50:00,afternoon,weekday,2017-01-23,1,13,Monday
5210,Cake,2017-01-23 13:50:00,afternoon,weekday,2017-01-23,1,13,Monday
5211,Coffee,2017-01-23 13:51:00,afternoon,weekday,2017-01-23,1,13,Monday
5212,Bread,2017-01-23 13:55:00,afternoon,weekday,2017-01-23,1,13,Monday
5213,Coffee,2017-01-23 14:08:00,afternoon,weekday,2017-01-23,1,14,Monday
5214,Coffee,2017-01-23 14:12:00,afternoon,weekday,2017-01-23,1,14,Monday
5215,Coffee,2017-01-23 14:22:00,afternoon,weekday,2017-01-23,1,14,Monday
5215,Bread,2017-01-23 14:22:00,afternoon,weekday,2017-01-23,1,14,Monday
5216,Bread,2017-01-23 14:57:00,afternoon,weekday,2017-01-23,1,14,Monday
5216,Coffee,2017-01-23 14:57:00,afternoon,weekday,2017-01-23,1,14,Monday
5216,Cake,2017-01-23 14:57:00,afternoon,weekday,2017-01-23,1,14,Monday
5217,Coffee,2017-01-23 15:04:00,afternoon,weekday,2017-01-23,1,15,Monday
5217,Medialuna,2017-01-23 15:04:00,afternoon,weekday,2017-01-23,1,15,Monday
5218,Cake,2017-01-23 15:14:00,afternoon,weekday,2017-01-23,1,15,Monday
5219,Soup,2017-01-23 15:25:00,afternoon,weekday,2017-01-23,1,15,Monday
5219,Coffee,2017-01-23 15:25:00,afternoon,weekday,2017-01-23,1,15,Monday
5219,Cake,2017-01-23 15:25:00,afternoon,weekday,2017-01-23,1,15,Monday
5220,Alfajores,2017-01-23 15:33:00,afternoon,weekday,2017-01-23,1,15,Monday
5220,Coffee,2017-01-23 15:33:00,afternoon,weekday,2017-01-23,1,15,Monday
5221,Coffee,2017-01-23 15:46:00,afternoon,weekday,2017-01-23,1,15,Monday
5221,Chicken Stew,2017-01-23 15:46:00,afternoon,weekday,2017-01-23,1,15,Monday
5221,Juice,2017-01-23 15:46:00,afternoon,weekday,2017-01-23,1,15,Monday
5222,Coffee,2017-01-23 16:14:00,afternoon,weekday,2017-01-23,1,16,Monday
5222,Hot Chocolate,2017-01-23 16:14:00,afternoon,weekday,2017-01-23,1,16,Monday
5222,Cake,2017-01-23 16:14:00,afternoon,weekday,2017-01-23,1,16,Monday
5223,Cookies,2017-01-23 16:18:00,afternoon,weekday,2017-01-23,1,16,Monday
5223,Hot Chocolate,2017-01-23 16:18:00,afternoon,weekday,2017-01-23,1,16,Monday
5223,Tea,2017-01-23 16:18:00,afternoon,weekday,2017-01-23,1,16,Monday
5223,Toast,2017-01-23 16:18:00,afternoon,weekday,2017-01-23,1,16,Monday
5224,Coffee,2017-01-23 16:39:00,afternoon,weekday,2017-01-23,1,16,Monday
5225,Hot Chocolate,2017-01-23 16:40:00,afternoon,weekday,2017-01-23,1,16,Monday
5225,Coffee,2017-01-23 16:40:00,afternoon,weekday,2017-01-23,1,16,Monday
5225,Cake,2017-01-23 16:40:00,afternoon,weekday,2017-01-23,1,16,Monday
5225,Cookies,2017-01-23 16:40:00,afternoon,weekday,2017-01-23,1,16,Monday
5226,Hot Chocolate,2017-01-23 16:51:00,afternoon,weekday,2017-01-23,1,16,Monday
5226,Cake,2017-01-23 16:51:00,afternoon,weekday,2017-01-23,1,16,Monday
5227,Bread,2017-01-24 08:39:00,morning,weekday,2017-01-24,1,8,Tuesday
5228,Bread,2017-01-24 08:42:00,morning,weekday,2017-01-24,1,8,Tuesday
5229,Bread,2017-01-24 08:43:00,morning,weekday,2017-01-24,1,8,Tuesday
5230,Coffee,2017-01-24 09:07:00,morning,weekday,2017-01-24,1,9,Tuesday
5230,Pastry,2017-01-24 09:07:00,morning,weekday,2017-01-24,1,9,Tuesday
5231,Coffee,2017-01-24 09:11:00,morning,weekday,2017-01-24,1,9,Tuesday
5232,Coffee,2017-01-24 09:14:00,morning,weekday,2017-01-24,1,9,Tuesday
5232,Scandinavian,2017-01-24 09:14:00,morning,weekday,2017-01-24,1,9,Tuesday
5232,Focaccia,2017-01-24 09:14:00,morning,weekday,2017-01-24,1,9,Tuesday
